id_unidade_organizacional_nivel_0,id_unidade_organizacional_nivel_1,id_unidade_organizacional_nivel_2,id_unidade_organizacional_nivel_3,id_natureza_juridica,id_esfera_orcamentaria,id_resultado_primario,valor_custo_transferencia
26,235880,169,-9,1,1,2,859500.0
26,235880,169,-9,1,1,6,5319956.51
26,235880,169,-9,1,1,9,7605300.0
26,267175,1,-9,1,1,6,417241.37
26,267175,1,36554,1,1,2,17635687.4
26,2852,227,-9,1,1,2,97006.89
26,244,94739,-9,2,1,2,0.0
26,72084,2330,-9,2,1,6,100000.0
26,244,257,-9,2,1,2,5648.0
26,304,2207,-9,2,2,3,104000.0
26,304,2207,-9,2,2,6,6511957.29
26,304,2207,-9,2,2,7,709494.35
26,304,2207,-9,2,2,9,0.0
26,244,84703,-9,2,1,2,0.0
26,244,970,-9,2,1,2,26603.56
26,244,1605,-9,2,1,2,1600.0
26,244,470,-9,2,1,2,16427.04
26,244,471,-9,2,1,2,4893.0
26,244,1710,-9,2,1,2,0.0
26,244,472,-9,2,1,2,19947.0
26,244,1734,-9,2,1,2,2440.0
26,244,473,-9,2,1,2,0.0
26,244,250,-9,2,1,2,173897.0
26,244,475,-9,2,1,2,22070.41
26,244,84712,-9,2,1,2,12311.47
26,304,2207,-9,2,2,2,828600.07
26,244,52702,-9,2,1,2,7393.0
26,244,476,-9,2,1,2,0.0
26,244,477,-9,2,1,2,24431.33
26,244,468,-9,2,1,2,0.0
26,267175,8,-9,2,1,2,35628.273772
26,72084,1782,-9,2,1,6,0.0
26,14,211159,-9,3,1,6,1150000.0
26,14,3200,2816,3,1,6,354840.0
26,14,3200,2816,3,1,9,0.0
26,14,3200,2793,3,1,2,2000000.0
26,14,3200,2793,3,1,8,800000.0
26,14,214528,-9,3,1,2,0.0
26,14,3200,2779,3,1,2,216828.0
26,14,3200,2818,3,1,8,105300.0
26,14,3200,2797,3,1,2,185743.8
26,14,3200,2779,3,1,6,500000.0
26,14,3520,-9,3,1,9,5854150.0
26,14,3200,2798,3,1,2,700000.0
26,-9,-9,-9,3,2,2,0.0
26,14,3200,2800,3,1,2,0.0
26,14,3200,2773,3,1,2,469054.5
26,235880,38348,-9,3,1,2,40643984.29
26,219925,81128,-9,3,1,6,300000.0
26,267175,11,307497,3,1,2,4236839.37
26,235881,9518,-9,3,1,6,2663031.38
26,41066,48,53,3,1,2,295465.2
26,235874,36670,74079,3,1,2,0.0
26,235874,36670,74079,3,1,6,266817.44
26,235880,43032,-9,3,1,2,825149.8
26,235880,43032,-9,3,1,6,400000.0
26,235881,263749,263750,3,1,2,660314.2
26,235881,263749,263750,3,1,6,4590830.42
26,235881,263749,263750,3,1,7,3559978.56
