id_unidade_organizacional_nivel_0,id_unidade_organizacional_nivel_1,id_unidade_organizacional_nivel_2,id_unidade_organizacional_nivel_3,id_natureza_juridica,id_esfera_orcamentaria,id_resultado_primario,valor_custo_transferencia
26,244,117267,201446,1,2,2,0.0
26,2852,227,-9,1,1,2,0.0
26,14,25,-9,1,1,2,652845.2
26,267175,1,-9,1,1,2,2056088.08
26,267175,1,-9,1,1,6,34047825.43
26,267175,1,-9,1,1,7,55678856.53
26,267175,1,36554,1,1,2,52734660.25
26,267175,1,36554,1,2,2,4846509.82
26,235880,169,-9,1,1,2,2468500.0
26,235880,169,-9,1,1,3,1186780.75
26,235880,169,-9,1,1,6,3576191.09
26,235880,169,-9,1,2,3,1844544.95
26,304,315,-9,2,2,2,420000.0
26,304,2207,-9,2,2,2,7815896.27
26,304,2207,-9,2,2,3,3202239.37
26,304,2207,-9,2,2,6,638398.26
26,304,2207,-9,2,2,7,0.0
26,304,2207,-9,2,2,9,12621491.51
26,72084,1782,-9,2,1,6,0.0
26,244,260,-9,2,1,2,0.0
26,244,473,-9,2,1,2,0.0
26,244,474,-9,2,1,2,0.0
26,244,475,-9,2,1,2,83056.68
26,244,1734,-9,2,1,2,6330.0
26,244,250,-9,2,1,2,0.0
26,244,250,-9,2,1,9,776705.04
26,244,468,-9,2,1,2,0.0
26,244,476,-9,2,1,2,11932.16
26,244,477,-9,2,1,2,3860.6
26,244,477,-9,2,2,2,-7000000.0
26,244,970,-9,2,1,2,0.0
26,244,1209,-9,2,1,2,0.0
26,244,469,-9,2,1,2,9801.43
26,244,470,-9,2,1,2,8476.5
26,244,1605,-9,2,1,2,0.0
26,244,1710,-9,2,1,2,0.0
26,244,472,-9,2,1,2,142104.06
26,235876,7,-9,2,1,2,0.0
26,72084,2330,-9,2,1,6,0.0
26,244,69624,-9,2,1,2,0.0
26,244,84703,-9,2,1,2,12046.15
26,244,84712,-9,2,1,2,0.0
26,244,94739,-9,2,1,2,0.0
26,267175,8,-9,2,1,2,1065.841
26,41066,48,53,3,1,2,0.0
26,41066,185,95586,3,1,2,0.0
26,41066,120851,115639,3,1,2,1000000.0
26,41066,120851,115639,3,1,6,6302135.0
26,41066,120851,115639,3,1,7,0.0
26,304,3273,9073,3,2,2,32844.0
26,2852,-9,-9,3,1,2,0.0
26,263,2034,237447,3,1,2,4935673.95
26,304,3273,46664,3,2,2,1500546158.12
26,304,3273,46664,3,2,3,7931600.0
26,304,3273,46664,3,2,6,420541333.69
26,304,3273,46664,3,2,7,1620066782.0
26,304,3273,46664,3,2,9,8836400.0
26,72084,1926,3662,3,1,6,0.0
26,72084,1926,40127,3,1,6,0.0
26,2846,3412,8955,3,1,2,1200000.0
26,14,3200,2776,3,1,2,0.0
26,14,3200,2798,3,1,2,0.0
26,-9,-9,-9,3,1,2,4477550.11
26,-9,-9,-9,3,2,2,0.0
26,1927,-9,-9,3,1,2,479830.67
26,14,3200,2791,3,1,2,0.0
26,1927,3205,38207,3,1,2,11761732.72
26,1927,3205,38207,3,1,6,0.0
26,235881,324,75394,3,1,2,5240934.99
26,235881,263749,74560,3,1,2,0.0
26,264359,73537,-9,3,1,2,2777083.57
26,267175,11,115227,3,1,3,0.0
26,235876,77,236554,3,1,2,0.0
26,14,3200,2817,3,1,2,839587.4
26,14,3200,2818,3,1,2,0.0
26,267175,12,-9,3,1,2,0.0
