id_unidade_organizacional_nivel_0,id_unidade_organizacional_nivel_1,id_unidade_organizacional_nivel_2,id_unidade_organizacional_nivel_3,id_natureza_juridica,id_esfera_orcamentaria,id_resultado_primario,valor_custo_transferencia
26,264359,86567,-9,1,1,6,1387000.0
26,235880,169,-9,1,1,2,6936575.0
26,235880,169,-9,1,1,6,7084781.99
26,235880,169,-9,1,1,9,3667200.0
26,235880,169,-9,1,2,9,0.0
26,267175,1,-9,1,1,2,0.0
26,267175,1,-9,1,1,6,0.0
26,267175,1,36554,1,1,2,56529297.23
26,267175,1,36554,1,1,6,0.0
26,267175,1,36554,1,2,2,4957055.94
26,2852,227,-9,1,1,2,0.0
26,72084,1782,-9,2,1,6,0.0
26,235876,7,-9,2,1,2,0.0
26,244,1734,-9,2,1,2,0.0
26,244,477,-9,2,1,2,24820.84
26,244,477,-9,2,2,2,0.0
26,244,970,-9,2,1,2,23187.94
26,244,1710,-9,2,1,2,0.0
26,244,475,-9,2,1,2,2376.4
26,244,474,-9,2,1,2,0.0
26,244,260,-9,2,1,2,0.0
26,244,465,-9,2,1,2,0.0
26,244,468,-9,2,1,2,0.0
26,244,470,-9,2,1,2,2750.0
26,304,315,-9,2,2,2,0.0
26,244,472,-9,2,1,2,239972.97
26,244,473,-9,2,1,2,324271.33
26,244,473,-9,2,1,9,63300.0
26,304,2207,-9,2,2,2,7787296.1
26,304,2207,-9,2,2,3,1821698.71
26,304,2207,-9,2,2,6,1379644.47
26,304,2207,-9,2,2,7,0.0
26,304,2207,-9,2,2,9,854745.37
26,244,250,-9,2,1,9,346500.0
26,244,84703,-9,2,1,2,0.0
26,244,84712,-9,2,1,2,0.0
26,235881,263749,-9,3,1,2,0.0
26,235881,263749,-9,3,1,6,-74405.88
26,235881,263749,-9,3,1,7,0.0
26,41066,185,195,3,1,2,-13.624743
26,235881,324,75394,3,1,2,0.0
26,41066,120851,115639,3,1,2,3863000.0
26,41066,120851,115639,3,1,6,8856008.0
26,41066,120851,115639,3,1,7,0.0
26,41066,120851,115639,3,1,9,360288.0
26,235874,72571,237191,3,2,2,30853817.1
26,235874,72571,237191,3,2,8,150000.0
26,235874,72571,237191,3,2,9,758100.0
26,14,3200,2817,3,1,2,0.0
26,14,3520,-9,3,1,2,0.0
26,14,3520,-9,3,1,6,0.0
26,14,3200,2791,3,1,8,0.0
26,14,3200,2791,3,1,9,0.0
26,244,3243,8928,3,1,2,307928.44
26,14,3200,2793,3,1,9,0.0
26,14,3200,2798,3,1,2,0.0
26,14,3200,2816,3,1,8,-234799.38
26,14,3200,2816,3,1,9,-40011.21
26,14,3200,2791,3,1,2,0.0
26,214460,88353,88721,3,1,2,80000.0
26,219925,74378,-9,3,1,9,851967.49
26,235880,38348,-9,3,1,2,11561612.37
26,267175,11,115227,3,1,3,589229.98
26,219925,68487,-9,3,1,9,0.0
26,235880,42802,252432,3,1,2,3500000.0
26,235880,42802,252432,3,1,6,300000.0
26,267175,11,115227,3,1,9,11364004.72
26,1927,3205,38207,3,1,2,26820.0
26,219925,68554,-9,3,2,2,0.0
26,219925,73235,-9,3,1,2,0.0
26,235880,43032,-9,3,1,2,0.0
26,235880,43032,-9,3,1,3,0.0
26,2846,74710,-9,3,1,2,0.0
26,219925,74380,-9,3,1,2,20860.2
26,267175,24712,-9,3,1,2,0.0
26,2852,-9,-9,3,1,2,36665.75
26,219925,81128,-9,3,1,2,110257.34
26,219925,81128,-9,3,1,9,500000.0
26,267175,75234,-9,3,1,2,0.0
26,267175,75234,-9,3,1,9,0.0
26,14,3200,2773,3,1,9,16346.6
26,-9,-9,-9,3,2,9,0.0
26,14,211159,-9,3,1,9,3005000.0
26,14,214528,-9,3,1,2,0.0
26,14,214528,-9,3,1,6,500000.0
26,14,214528,-9,3,2,2,0.0
26,1927,-9,-9,3,1,2,20000.0
26,304,3273,46664,3,2,2,312689305.85
26,304,3273,46664,3,2,9,0.0
26,41066,48,53,3,1,2,1853692.48
26,41066,48,58,3,1,9,0.0
26,244,429,-9,4,1,2,56546.74
26,244,430,-9,4,1,2,324616.41
26,244,431,-9,4,1,2,0.0
26,244,67671,-9,4,1,2,0.0
26,72084,2045,42743,4,1,3,6513.08
26,72084,2045,42743,4,1,9,96913.59
26,235876,240,-9,4,1,2,15199078.72
26,235876,478,-9,4,1,2,119594.41
26,72084,2045,42745,4,1,6,0.0
26,72084,2045,42746,4,1,6,500000.0
26,235876,235,-9,4,1,2,13467.64
26,244,423,11806,4,1,2,0.0
26,244,428,-9,4,1,2,2238692.8
26,244,423,23295,4,1,2,4057634.14
26,244,423,23297,4,1,2,0.0
26,244,423,101531,4,1,2,10000.27
26,244,424,-9,4,1,2,0.0
26,244,426,14131,4,1,2,0.0
26,244,104667,-9,4,1,2,3289.76
26,2846,54844,-9,4,1,2,0.0
26,1927,91842,-9,4,1,6,0.0
26,1927,91842,-9,4,1,9,0.0
26,235880,367,-9,4,1,2,7524688.29
26,235880,367,-9,4,1,6,300000.0
26,235880,91138,-9,4,1,2,0.0
26,267175,4243,-9,4,1,2,0.0
26,235880,91144,-9,4,1,2,240000.0
26,235880,100113,-9,4,1,2,983875.46
26,235880,100113,-9,4,1,9,3000000.0
26,2852,21089,-9,4,1,2,23303.11
26,235880,46876,-9,4,1,2,1033362.38
26,2846,54844,69300,4,1,2,0.0
26,14,1799,4036,4,1,2,0.0
26,14,1799,4036,4,1,9,0.0
26,244,423,11784,4,1,2,0.0
26,244,423,11788,4,1,2,0.0
26,244,464,-9,4,1,2,0.0
26,14,1799,4037,4,1,2,0.0
26,244,415,-9,4,1,2,14297.55
26,244,420,-9,4,1,2,0.0
26,14,1799,29008,4,1,2,237600.0
26,244,421,-9,4,1,2,2750.0
26,244,423,11754,4,1,2,0.0
26,244,423,11766,4,1,2,5668.0
26,244,100916,-9,4,1,2,0.0
26,244,463,-9,4,1,2,10990.0
26,244,463,-9,4,1,9,0.0
26,14,1799,4026,4,1,2,600000.0
26,244,461,-9,4,1,2,0.0
26,89,-9,-9,4,1,2,7045.0
26,244,453,-9,4,1,2,0.0
26,244,454,-9,4,1,2,1868.0
26,244,100903,-9,4,1,2,500.0
26,244,249,-9,4,1,2,1041614.04
26,244,454,32900,4,1,2,0.0
26,244,458,-9,4,1,2,0.0
26,244,253,-9,4,1,2,79883339.77
26,244,253,-9,4,1,3,1339787.29
26,244,253,-9,4,1,8,255232.0
26,244,253,-9,4,1,9,11086465.9
26,244,460,-9,4,1,2,11851.65
26,244,122378,-9,4,1,2,9979.75
26,244,444,-9,4,1,2,0.0
26,244,84710,-9,4,1,2,13642.73
26,244,432,-9,4,1,2,2750.0
26,244,439,-9,4,1,2,0.0
26,1927,1812,-9,4,1,9,0.0
26,276368,1934,54897,4,1,2,9120000.0
26,304,36687,-9,4,2,2,173225.75
26,2852,228,-9,6,1,2,2346.0
