id_unidade_organizacional_nivel_0,id_unidade_organizacional_nivel_1,id_unidade_organizacional_nivel_2,id_unidade_organizacional_nivel_3,id_natureza_juridica,id_esfera_orcamentaria,id_resultado_primario,valor_custo_transferencia
26,244,117267,-9,1,2,2,278250.0
26,1988,1,-9,1,1,2,942685.33
26,1988,1,-9,1,1,3,1942241.6
26,1988,1,-9,1,1,6,2185638.5
26,219924,119672,-9,1,1,3,351272.79
26,1988,1,36554,1,1,2,44132165.13
26,42670,169,-9,1,1,6,2725954.12
26,42670,169,-9,1,2,3,5043401.88
26,304,2207,-9,2,2,2,5499188.54
26,304,2207,-9,2,2,3,7856713.92
26,304,2207,-9,2,2,6,125000.0
26,244,84712,-9,2,1,2,19158.8
26,244,94739,-9,2,1,2,2000.0
26,244,473,-9,2,1,2,264751.38
26,244,250,-9,2,1,2,996900.0
26,244,474,-9,2,1,2,9500.46
26,244,477,-9,2,1,2,516569.38
26,244,468,-9,2,1,2,1500.0
26,244,970,-9,2,1,2,12670.21
26,244,1605,-9,2,1,2,4008.5
26,244,471,-9,2,1,2,9500.28
26,2981,956,-9,2,1,2,1827102.69
26,1988,8,-9,2,1,2,1280772.0
26,304,3273,9073,3,2,6,375609.0
26,304,3273,46664,3,2,2,651904627.87
26,304,3273,46664,3,2,6,817982.0
26,-9,-9,-9,3,2,2,3799294.35
26,14,3520,-9,3,1,2,8644289.38
26,14,3520,-9,3,1,6,2825603.94
26,316,3413,210964,3,1,2,61172.53
26,219925,-9,-9,3,1,2,3807396.99
26,219925,-9,-9,3,1,6,150000.0
26,219925,-9,-9,3,2,2,12917795.08
26,219925,68554,-9,3,1,2,1154156.03
26,3162,121813,-9,3,1,6,100000.0
26,1945,77782,-9,3,2,2,217720.67
26,1945,77782,-9,3,2,3,5759222.0
26,1945,38238,86246,3,2,2,1423015.59
26,1945,38238,86246,3,2,6,780000.0
26,42670,43032,-9,3,1,3,20.0
26,42670,72104,-9,3,1,3,3900000.0
26,1929,77,99395,3,1,2,30637.88
26,1926,119553,-9,3,1,6,30263.0
26,2837,214528,-9,3,1,2,1844408.5
26,2837,214528,-9,3,1,6,250000.0
26,42670,38348,-9,3,1,2,45287626.81
26,1926,3662,-9,3,1,2,160000.0
26,1926,3662,-9,3,1,6,200000.0
26,244,105793,-9,4,1,2,9500.52
26,244,100916,-9,4,1,2,1350.0
26,244,418,13059,4,1,2,4294.03
26,244,454,-9,4,1,2,7927.66
26,244,100920,-9,4,1,2,35874.0
26,244,423,11748,4,1,2,1909501.04
26,244,428,-9,4,1,2,671761.76
26,244,428,-9,4,1,3,1620084.98
26,244,249,-9,4,1,2,531685.96
26,244,253,-9,4,1,2,7926962.61
26,244,253,-9,4,1,3,213732.98
26,244,253,-9,4,1,6,346203.76
26,244,253,-9,4,2,2,79906.58
26,244,429,-9,4,1,2,162.0
26,244,461,-9,4,1,2,11000.59
26,244,430,-9,4,1,2,3721689.0
26,244,424,-9,4,1,2,5571151.79
26,244,432,-9,4,1,2,14700.0
26,42670,91144,-9,4,1,2,868624.21
26,2852,21089,-9,4,1,2,2018992.35
26,1929,89,-9,4,1,2,6503.0
26,1929,478,-9,4,1,2,284302.99
26,2846,54843,-9,4,1,2,9166.06
26,2846,54844,-9,4,1,3,9463149.93
26,1926,2045,42747,4,1,6,238124.37
26,1927,91842,-9,4,1,2,257160.0
26,1927,91842,-9,4,1,6,300000.0
26,1988,4243,-9,4,1,2,1731764.35
26,1926,57682,-9,4,1,2,29475.46
26,42670,367,-9,4,1,3,153000.0
26,1988,228,-9,6,1,2,63272.72
