id_unidade_organizacional_nivel_0,id_unidade_organizacional_nivel_1,id_unidade_organizacional_nivel_2,id_unidade_organizacional_nivel_3,id_natureza_juridica,id_esfera_orcamentaria,id_resultado_primario,valor_custo_transferencia
26,2852,227,-9,1,1,2,56116.15
26,14,25,-9,1,1,2,0.0
26,267175,1,-9,1,1,2,8425954.62
26,267175,1,-9,1,1,6,71035.72
26,267175,1,36554,1,1,2,28184846.34
26,235880,169,-9,1,1,2,770087.5
26,235880,169,-9,1,1,3,2607601.55
26,235880,169,-9,1,1,6,5474136.09
26,304,2207,-9,2,2,2,6685555.01
26,304,2207,-9,2,2,3,1725300.0
26,304,2207,-9,2,2,6,736229.79
26,304,2207,-9,2,2,7,90000.0
26,304,2207,-9,2,2,9,4295336.42
26,72084,1782,-9,2,1,6,0.0
26,244,260,-9,2,1,2,0.0
26,244,473,-9,2,1,2,327779.91
26,244,474,-9,2,1,2,21691.46
26,244,475,-9,2,1,2,2245.0
26,244,1734,-9,2,1,2,33607.5
26,244,250,-9,2,1,2,45000.0
26,244,250,-9,2,1,9,0.0
26,244,970,-9,2,1,2,19895.2
26,244,468,-9,2,1,2,1300.0
26,244,477,-9,2,1,2,59950.34
26,244,1209,-9,2,1,2,21731.02
26,244,470,-9,2,1,2,20939.04
26,244,1605,-9,2,1,2,26353.27
26,244,1710,-9,2,1,2,10646.42
26,244,472,-9,2,1,2,75245.35
26,72084,2330,-9,2,1,6,0.0
26,244,84703,-9,2,1,2,1868.0
26,244,84712,-9,2,1,2,180.71
26,244,94739,-9,2,1,2,2245.0
26,267175,8,-9,2,1,2,2043789.92
26,41066,48,53,3,1,2,0.0
26,41066,120851,115639,3,1,2,0.0
26,41066,120851,115639,3,1,6,550000.0
26,41066,120851,115639,3,1,7,14999997.0
26,304,3273,9073,3,2,2,0.0
26,304,3273,46664,3,2,2,-11513002.62
26,304,3273,46664,3,2,3,2975850.0
26,304,3273,46664,3,2,6,-297000.0
26,304,3273,46664,3,2,7,0.0
26,304,3273,46664,3,2,9,4260000.0
26,72084,1926,40127,3,1,6,0.0
26,2846,3412,8955,3,1,2,237453.02
26,14,3200,2798,3,1,2,290445.5
26,-9,-9,-9,3,2,2,1000000.0
26,1927,-9,-9,3,1,2,234030.56
26,14,3200,2791,3,1,2,1699247.6
26,235881,263749,74560,3,1,2,0.0
26,264359,73537,-9,3,1,6,170338.0
26,267175,11,115227,3,1,3,216130.82
26,14,3200,2817,3,1,2,460580.0
26,14,3200,2818,3,1,2,500000.0
26,235881,3413,210964,3,1,2,0.0
26,235880,72104,-9,3,1,2,0.0
26,235880,72104,-9,3,1,6,0.0
26,267175,2055,-9,3,1,2,0.0
26,267175,2055,-9,3,1,6,0.0
26,235874,1926,102521,3,1,6,0.0
26,235881,9053,-9,3,1,7,9271925.74
26,235874,1945,77782,3,2,2,11541486.77
26,235874,1945,77782,3,2,6,500000.0
26,235880,38348,-9,3,1,2,11679472.88
26,235880,38348,-9,3,1,9,552428.47
26,235881,119335,8156,3,1,6,86470.57
26,14,214528,-9,3,1,2,0.0
26,235874,36670,74079,3,1,2,0.0
26,235880,42802,252432,3,1,2,310242.0
26,235880,42802,252432,3,1,6,368300.0
26,72084,1926,119553,3,1,2,100000.0
26,72084,1926,119553,3,1,6,0.0
26,235876,3236,237327,3,1,2,0.0
26,235881,263749,-9,3,1,2,10777132.0
26,235874,72571,237191,3,2,2,351181.45
26,235874,72571,237191,3,2,9,125089740.4
26,219925,-9,-9,3,1,2,100202.8
26,219925,-9,-9,3,1,6,860608.34
26,219925,-9,-9,3,2,2,0.0
26,219925,-9,-9,3,2,6,200000.0
26,235880,43032,-9,3,1,2,200000.0
26,244,3243,8928,3,1,2,0.0
26,244,103730,-9,4,1,2,7893.0
26,244,104667,-9,4,1,2,13746.74
26,244,105793,-9,4,1,2,14795.49
26,2846,86144,-9,4,1,2,341760.0
26,244,122378,-9,4,1,2,0.0
26,244,122391,-9,4,1,2,9801.8
26,2852,21089,-9,4,1,2,8341597.16
26,14,1799,4034,4,1,2,0.0
26,2846,54843,-9,4,1,2,10782.0
26,244,415,-9,4,1,2,19354.31
26,244,458,-9,4,1,2,22000.0
26,244,460,-9,4,1,2,12633.97
26,14,1799,27615,4,1,2,0.0
26,14,1799,29008,4,1,2,298735.58
26,244,100901,-9,4,1,2,0.0
26,244,100915,-9,4,1,2,33701.0
26,14,1799,4037,4,1,2,440000.0
26,244,100902,-9,4,1,2,0.0
26,14,1799,4037,4,1,6,250000.0
26,244,417,13327,4,1,2,4893.0
26,244,461,-9,4,1,2,26084.07
26,14,1799,46538,4,1,2,417595.79
26,304,45013,-9,4,2,2,162727.8
26,244,444,-9,4,1,2,1615.0
26,244,445,-9,4,1,2,8076.26
26,244,100916,-9,4,1,2,51841.0
26,244,100904,-9,4,1,2,22459.0
26,244,419,12100,4,1,2,19600.0
26,244,423,23297,4,1,2,500.0
26,244,423,101531,4,1,2,102426.0
26,244,424,-9,4,1,2,62148.63
26,244,426,14069,4,1,2,2900000.0
26,244,426,14069,4,1,6,0.0
26,244,426,14069,4,1,7,13215000.0
26,244,426,14069,4,2,2,3549271.42
