id_unidade_organizacional_nivel_0,id_unidade_organizacional_nivel_1,id_unidade_organizacional_nivel_2,id_unidade_organizacional_nivel_3,id_natureza_juridica,id_esfera_orcamentaria,id_resultado_primario,valor_custo_transferencia
26,14,25,-9,1,1,2,0.0
26,267175,1,36554,1,1,2,48082164.92
26,267175,1,36554,1,1,6,0.0
26,267175,1,36554,1,2,2,3005906.65
26,2852,76608,-9,1,1,2,11111.11
26,267175,1,-9,1,1,2,18680512.52
26,267175,1,-9,1,1,6,11086719.6
26,267175,1,-9,1,1,7,16464166.28
26,267175,1,-9,1,1,8,0.0
26,267175,1,-9,1,1,9,17289543.32
26,235880,169,-9,1,1,2,16747400.0
26,235880,169,-9,1,1,6,8378237.0
26,235880,169,-9,1,1,9,30234597.87
26,2846,119672,-9,1,1,2,0.0
26,2852,227,-9,1,1,2,0.0
26,244,94739,-9,2,1,2,0.0
26,72084,2330,-9,2,1,2,0.0
26,72084,2330,-9,2,1,6,0.0
26,235876,3,-9,2,1,2,0.0
26,235876,7,-9,2,1,2,500000.0
26,235876,956,-9,2,1,2,35613.5
26,244,257,-9,2,1,2,0.0
26,244,260,-9,2,1,2,2279.48
26,304,2207,-9,2,2,2,18726203.9
26,304,2207,-9,2,2,3,2455937.12
26,304,2207,-9,2,2,6,1120866.66
26,304,2207,-9,2,2,7,0.0
26,304,2207,-9,2,2,8,0.0
26,304,2207,-9,2,2,9,641411.55
26,244,69624,-9,2,1,2,0.0
26,244,827,-9,2,1,2,0.0
26,244,84703,-9,2,1,2,0.0
26,244,970,-9,2,1,2,0.0
26,244,1209,-9,2,1,2,0.0
26,244,468,-9,2,1,2,1000.0
26,244,469,-9,2,1,2,0.0
26,244,470,-9,2,1,2,2600.0
26,244,1605,-9,2,1,2,-366000.0
26,244,1710,-9,2,1,2,88.78
26,244,471,-9,2,1,2,0.0
26,244,1734,-9,2,1,2,0.0
26,244,472,-9,2,1,2,1600.0
26,244,473,-9,2,1,2,0.0
26,244,473,-9,2,1,9,0.0
